T,Ch1,Ch2,Ch3,Ch4,Ch5,Ch6
48301,947,957,967,977,987,997
48302,948,958,968,978,988,998
48303,949,959,969,979,989,999
48304,950,960,970,980,990,0
48305,951,961,971,981,991,1
48306,952,962,972,982,992,2
48307,953,963,973,983,993,3
48308,954,964,974,984,994,4
48309,955,965,975,985,995,5
48310,956,966,976,986,996,6
48311,957,967,977,987,997,7
48312,958,968,978,988,998,8
48313,959,969,979,989,999,9
48314,960,970,980,990,0,10
48315,961,971,981,991,1,11
48316,962,972,982,992,2,12
48317,963,973,983,993,3,13
48318,964,974,984,994,4,14
48319,965,975,985,995,5,15
48320,966,976,986,996,6,16
48321,967,977,987,997,7,17
48322,968,978,988,998,8,18
48323,969,979,989,999,9,19
48324,970,980,990,0,10,20
48325,971,981,991,1,11,21
48326,972,982,992,2,12,22
48327,973,983,993,3,13,23
48328,974,984,994,4,14,24
48329,975,985,995,5,15,25
48330,976,986,996,6,16,26
48331,977,987,997,7,17,27
48332,978,988,998,8,18,28
48333,979,989,999,9,19,29
48334,980,990,0,10,20,30
48335,981,991,1,11,21,31
48336,982,992,2,12,22,32
48337,983,993,3,13,23,33
48338,984,994,4,14,24,34
48339,985,995,5,15,25,35
48340,986,996,6,16,26,36
48341,987,997,7,17,27,37
48342,988,998,8,18,28,38
48343,989,999,9,19,29,39
48344,990,0,10,20,30,40
48345,991,1,11,21,31,41
48346,992,2,12,22,32,42
48347,993,3,13,23,33,43
48348,994,4,14,24,34,44
48349,995,5,15,25,35,45
48350,996,6,16,26,36,46
48351,997,7,17,27,37,47
48352,998,8,18,28,38,48
48353,999,9,19,29,39,49
48354,0,10,20,30,40,50
48355,1,11,21,31,41,51
48356,2,12,22,32,42,52
48357,3,13,23,33,43,53
48358,4,14,24,34,44,54
48359,5,15,25,35,45,55
48360,6,16,26,36,46,56
48361,7,17,27,37,47,57
48362,8,18,28,38,48,58
48363,9,19,29,39,49,59
48364,10,20,30,40,50,60
48365,11,21,31,41,51,61
48366,12,22,32,42,52,62
48367,13,23,33,43,53,63
48368,14,24,34,44,54,64
48369,15,25,35,45,55,65
48370,16,26,36,46,56,66
48371,17,27,37,47,57,67
48372,18,28,38,48,58,68
48373,19,29,39,49,59,69
48374,20,30,40,50,60,70
48375,21,31,41,51,61,71
48376,22,32,42,52,62,72
48377,23,33,43,53,63,73
48378,24,34,44,54,64,74
48379,25,35,45,55,65,75
48380,26,36,46,56,66,76
48381,27,37,47,57,67,77
48382,28,38,48,58,68,78
48383,29,39,49,59,69,79
48384,30,40,50,60,70,80
48385,31,41,51,61,71,81
48386,32,42,52,62,72,82
48387,33,43,53,63,73,83
48388,34,44,54,64,74,84
48389,35,45,55,65,75,85
48390,36,46,56,66,76,86
48391,37,47,57,67,77,87
48392,38,48,58,68,78,88
48393,39,49,59,69,79,89
48394,40,50,60,70,80,90
48395,41,51,61,71,81,91
48396,42,52,62,72,82,92
48397,43,53,63,73,83,93
48398,44,54,64,74,84,94
48399,45,55,65,75,85,95
48400,46,56,66,76,86,96
48401,47,57,67,77,87,97
48402,48,58,68,78,88,98
48403,49,59,69,79,89,99
48404,50,60,70,80,90,100
48405,51,61,71,81,91,101
48406,52,62,72,82,92,102
48407,53,63,73,83,93,103
48408,54,64,74,84,94,104
48409,55,65,75,85,95,105
48410,56,66,76,86,96,106
48411,57,67,77,87,97,107
48412,58,68,78,88,98,108
48413,59,69,79,89,99,109
48414,60,70,80,90,100,110
48415,61,71,81,91,101,111
48416,62,72,82,92,102,112
48417,63,73,83,93,103,113
48418,64,74,84,94,104,114
48419,65,75,85,95,105,115
48420,66,76,86,96,106,116
48421,67,77,87,97,107,117
48422,68,78,88,98,108,118
48423,69,79,89,99,109,119
48424,70,80,90,100,110,120
48425,71,81,91,101,111,121
48426,72,82,92,102,112,122
48427,73,83,93,103,113,123
48428,74,84,94,104,114,124
48429,75,85,95,105,115,125
48430,76,86,96,106,116,126
48431,77,87,97,107,117,127
48432,78,88,98,108,118,128
48433,79,89,99,109,119,129
48434,80,90,100,110,120,130
48435,81,91,101,111,121,131
48436,82,92,102,112,122,132
48437,83,93,103,113,123,133
48438,84,94,104,114,124,134
48439,85,95,105,115,125,135
48440,86,96,106,116,126,136
48441,87,97,107,117,127,137
48442,88,98,108,118,128,138
48443,89,99,109,119,129,139
48444,90,100,110,120,130,140
48445,91,101,111,121,131,141
48446,92,102,112,122,132,142
48447,93,103,113,123,133,143
48448,94,104,114,124,134,144
48449,95,105,115,125,135,145
48450,96,106,116,126,136,146
48451,97,107,117,127,137,147
48452,98,108,118,128,138,148
48453,99,109,119,129,139,149
48454,100,110,120,130,140,150
48455,101,111,121,131,141,151
48456,102,112,122,132,142,152
48457,103,113,123,133,143,153
48458,104,114,124,134,144,154
48459,105,115,125,135,145,155
48460,106,116,126,136,146,156
48461,107,117,127,137,147,157
48462,108,118,128,138,148,158
48463,109,119,129,139,149,159
48464,110,120,130,140,150,160
48465,111,121,131,141,151,161
48466,112,122,132,142,152,162
48467,113,123,133,143,153,163
48468,114,124,134,144,154,164
48469,115,125,135,145,155,165
48470,116,126,136,146,156,166
48471,117,127,137,147,157,167
48472,118,128,138,148,158,168
48473,119,129,139,149,159,169
48474,120,130,140,150,160,170
48475,121,131,141,151,161,171
48476,122,132,142,152,162,172
48477,123,133,143,153,163,173
48478,124,134,144,154,164,174
48479,125,135,145,155,165,175
48480,126,136,146,156,166,176
48481,127,137,147,157,167,177
48482,128,138,148,158,168,178
48483,129,139,149,159,169,179
48484,130,140,150,160,170,180
48485,131,141,151,161,171,181
48486,132,142,152,162,172,182
48487,133,143,153,163,173,183
48488,134,144,154,164,174,184
48489,135,145,155,165,175,185
48490,136,146,156,166,176,186
48491,137,147,157,167,177,187
48492,138,148,158,168,178,188
48493,139,149,159,169,179,189
48494,140,150,160,170,180,190
48495,141,151,161,171,181,191
48496,142,152,162,172,182,192
48497,143,153,163,173,183,193
48498,144,154,164,174,184,194
48499,145,155,165,175,185,195
48500,146,156,166,176,186,196
48501,147,157,167,177,187,197
48502,148,158,168,178,188,198
48503,149,159,169,179,189,199
48504,150,160,170,180,190,200
48505,151,161,171,181,191,201
48506,152,162,172,182,192,202
48507,153,163,173,183,193,203
48508,154,164,174,184,194,204
48509,155,165,175,185,195,205
48510,156,166,176,186,196,206
48511,157,167,177,187,197,207
48512,158,168,178,188,198,208
48513,159,169,179,189,199,209
48514,160,170,180,190,200,210
48515,161,171,181,191,201,211
48516,162,172,182,192,202,212
48517,163,173,183,193,203,213
48518,164,174,184,194,204,214
48519,165,175,185,195,205,215
48520,166,176,186,196,206,216
48521,167,177,187,197,207,217
48522,168,178,188,198,208,218
48523,169,179,189,199,209,219
48524,170,180,190,200,210,220
48525,171,181,191,201,211,221
48526,172,182,192,202,212,222
48527,173,183,193,203,213,223
48528,174,184,194,204,214,224
48529,175,185,195,205,215,225
48530,176,186,196,206,216,226
48531,177,187,197,207,217,227
48532,178,188,198,208,218,228
48533,179,189,199,209,219,229
48534,180,190,200,210,220,230
48535,181,191,201,211,221,231
48536,182,192,202,212,222,232
48537,183,193,203,213,223,233
48538,184,194,204,214,224,234
48539,185,195,205,215,225,235
48540,186,196,206,216,226,236
48541,187,197,207,217,227,237
48542,188,198,208,218,228,238
48543,189,199,209,219,229,239
48544,190,200,210,220,230,240
48545,191,201,211,221,231,241
48546,192,202,212,222,232,242
48547,193,203,213,223,233,243
48548,194,204,214,224,234,244
48549,195,205,215,225,235,245
48550,196,206,216,226,236,246
48551,197,207,217,227,237,247
48552,198,208,218,228,238,248
48553,199,209,219,229,239,249
48554,200,210,220,230,240,250
48555,201,211,221,231,241,251
48556,202,212,222,232,242,252
48557,203,213,223,233,243,253
48558,204,214,224,234,244,254
48559,205,215,225,235,245,255
48560,206,216,226,236,246,256
48561,207,217,227,237,247,257
48562,208,218,228,238,248,258
48563,209,219,229,239,249,259
48564,210,220,230,240,250,260
48565,211,221,231,241,251,261
48566,212,222,232,242,252,262
48567,213,223,233,243,253,263
48568,214,224,234,244,254,264
48569,215,225,235,245,255,265
48570,216,226,236,246,256,266
48571,217,227,237,247,257,267
48572,218,228,238,248,258,268
48573,219,229,239,249,259,269
48574,220,230,240,250,260,270
48575,221,231,241,251,261,271
48576,222,232,242,252,262,272
48577,223,233,243,253,263,273
48578,224,234,244,254,264,274
48579,225,235,245,255,265,275
48580,226,236,246,256,266,276
48581,227,237,247,257,267,277
48582,228,238,248,258,268,278
48583,229,239,249,259,269,279
48584,230,240,250,260,270,280
48585,231,241,251,261,271,281
48586,232,242,252,262,272,282
48587,233,243,253,263,273,283
48588,234,244,254,264,274,284
48589,235,245,255,265,275,285
48590,236,246,256,266,276,286
48591,237,247,257,267,277,287
48592,238,248,258,268,278,288
48593,239,249,259,269,279,289
48594,240,250,260,270,280,290
48595,241,251,261,271,281,291
48596,242,252,262,272,282,292
48597,243,253,263,273,283,293
48598,244,254,264,274,284,294
48599,245,255,265,275,285,295
48600,246,256,266,276,286,296
48601,247,257,267,277,287,297
48602,248,258,268,278,288,298
48603,249,259,269,279,289,299
48604,250,260,270,280,290,300
48605,251,261,271,281,291,301
48606,252,262,272,282,292,302
48607,253,263,273,283,293,303
48608,254,264,274,284,294,304
48609,255,265,275,285,295,305
48610,256,266,276,286,296,306
48611,257,267,277,287,297,307
48612,258,268,278,288,298,308
48613,259,269,279,289,299,309
48614,260,270,280,290,300,310
48615,261,271,281,291,301,311
48616,262,272,282,292,302,312
48617,263,273,283,293,303,313
48618,264,274,284,294,304,314
48619,265,275,285,295,305,315
48620,266,276,286,296,306,316
48621,267,277,287,297,307,317
48622,268,278,288,298,308,318
48623,269,279,289,299,309,319
48624,270,280,290,300,310,320
48625,271,281,291,301,311,321
48626,272,282,292,302,312,322
48627,273,283,293,303,313,323
48628,274,284,294,304,314,324
48629,275,285,295,305,315,325
48630,276,286,296,306,316,326
48631,277,287,297,307,317,327
48632,278,288,298,308,318,328
48633,279,289,299,309,319,329
48634,280,290,300,310,320,330
48635,281,291,301,311,321,331
48636,282,292,302,312,322,332
48637,283,293,303,313,323,333
48638,284,294,304,314,324,334
48639,285,295,305,315,325,335
48640,286,296,306,316,326,336
48641,287,297,307,317,327,337
48642,288,298,308,318,328,338
48643,289,299,309,319,329,339
48644,290,300,310,320,330,340
48645,291,301,311,321,331,341
48646,292,302,312,322,332,342
48647,293,303,313,323,333,343
48648,294,304,314,324,334,344
48649,295,305,315,325,335,345
48650,296,306,316,326,336,346
48651,297,307,317,327,337,347
48652,298,308,318,328,338,348
48653,299,309,319,329,339,349
48654,300,310,320,330,340,350
48655,301,311,321,331,341,351
48656,302,312,322,332,342,352
48657,303,313,323,333,343,353
48658,304,314,324,334,344,354
48659,305,315,325,335,345,355
48660,306,316,326,336,346,356
48661,307,317,327,337,347,357
48662,308,318,328,338,348,358
48663,309,319,329,339,349,359
48664,310,320,330,340,350,360
48665,311,321,331,341,351,361
48666,312,322,332,342,352,362
48667,313,323,333,343,353,363
48668,314,324,334,344,354,364
48669,315,325,335,345,355,365
48670,316,326,336,346,356,366
48671,317,327,337,347,357,367
48672,318,328,338,348,358,368
48673,319,329,339,349,359,369
48674,320,330,340,350,360,370
48675,321,331,341,351,361,371
48676,322,332,342,352,362,372
48677,323,333,343,353,363,373
48678,324,334,344,354,364,374
48679,325,335,345,355,365,375
48680,326,336,346,356,366,376
48681,327,337,347,357,367,377
48682,328,338,348,358,368,378
48683,329,339,349,359,369,379
48684,330,340,350,360,370,380
48685,331,341,351,361,371,381
48686,332,342,352,362,372,382
48687,333,343,353,363,373,383
48688,334,344,354,364,374,384
48689,335,345,355,365,375,385
48690,336,346,356,366,376,386
48691,337,347,357,367,377,387
48692,338,348,358,368,378,388
48693,339,349,359,369,379,389
48694,340,350,360,370,380,390
48695,341,351,361,371,381,391
48696,342,352,362,372,382,392
48697,343,353,363,373,383,393
48698,344,354,364,374,384,394
48699,345,355,365,375,385,395
48700,346,356,366,376,386,396
48701,347,357,367,377,387,397
48702,348,358,368,378,388,398
48703,349,359,369,379,389,399
48704,350,360,370,380,390,400
48705,351,361,371,381,391,401
48706,352,362,372,382,392,402
48707,353,363,373,383,393,403
48708,354,364,374,384,394,404
48709,355,365,375,385,395,405
48710,356,366,376,386,396,406
48711,357,367,377,387,397,407
48712,358,368,378,388,398,408
48713,359,369,379,389,399,409
48714,360,370,380,390,400,410
48715,361,371,381,391,401,411
48716,362,372,382,392,402,412
48717,363,373,383,393,403,413
48718,364,374,384,394,404,414
48719,365,375,385,395,405,415
48720,366,376,386,396,406,416
48721,367,377,387,397,407,417
48722,368,378,388,398,408,418
48723,369,379,389,399,409,419
48724,370,380,390,400,410,420
48725,371,381,391,401,411,421
48726,372,382,392,402,412,422
48727,373,383,393,403,413,423
48728,374,384,394,404,414,424
48729,375,385,395,405,415,425
48730,376,386,396,406,416,426
48731,377,387,397,407,417,427
48732,378,388,398,408,418,428
48733,379,389,399,409,419,429
48734,380,390,400,410,420,430
48735,381,391,401,411,421,431
48736,382,392,402,412,422,432
48737,383,393,403,413,423,433
48738,384,394,404,414,424,434
48739,385,395,405,415,425,435
48740,386,396,406,416,426,436
48741,387,397,407,417,427,437
48742,388,398,408,418,428,438
48743,389,399,409,419,429,439
48744,390,400,410,420,430,440
48745,391,401,411,421,431,441
48746,392,402,412,422,432,442
48747,393,403,413,423,433,443
48748,394,404,414,424,434,444
48749,395,405,415,425,435,445
48750,396,406,416,426,436,446
48751,397,407,417,427,437,447
48752,398,408,418,428,438,448
48753,399,409,419,429,439,449
48754,400,410,420,430,440,450
48755,401,411,421,431,441,451
48756,402,412,422,432,442,452
48757,403,413,423,433,443,453
48758,404,414,424,434,444,454
48759,405,415,425,435,445,455
48760,406,416,426,436,446,456
48761,407,417,427,437,447,457
48762,408,418,428,438,448,458
48763,409,419,429,439,449,459
48764,410,420,430,440,450,460
48765,411,421,431,441,451,461
48766,412,422,432,442,452,462
48767,413,423,433,443,453,463
48768,414,424,434,444,454,464
48769,415,425,435,445,455,465
48770,416,426,436,446,456,466
48771,417,427,437,447,457,467
48772,418,428,438,448,458,468
48773,419,429,439,449,459,469
48774,420,430,440,450,460,470
48775,421,431,441,451,461,471
48776,422,432,442,452,462,472
48777,423,433,443,453,463,473
48778,424,434,444,454,464,474
48779,425,435,445,455,465,475
48780,426,436,446,456,466,476
48781,427,437,447,457,467,477
48782,428,438,448,458,468,478
48783,429,439,449,459,469,479
48784,430,440,450,460,470,480
48785,431,441,451,461,471,481
48786,432,442,452,462,472,482
48787,433,443,453,463,473,483
48788,434,444,454,464,474,484
48789,435,445,455,465,475,485
48790,436,446,456,466,476,486
48791,437,447,457,467,477,487
48792,438,448,458,468,478,488
48793,439,449,459,469,479,489
48794,440,450,460,470,480,490
48795,441,451,461,471,481,491
48796,442,452,462,472,482,492
48797,443,453,463,473,483,493
48798,444,454,464,474,484,494
48799,445,455,465,475,485,495
48800,446,456,466,476,486,496
48801,447,457,467,477,487,497
48802,448,458,468,478,488,498
48803,449,459,469,479,489,499
48804,450,460,470,480,490,500
48805,451,461,471,481,491,501
48806,452,462,472,482,492,502
48807,453,463,473,483,493,503
48808,454,464,474,484,494,504
48809,455,465,475,485,495,505
48810,456,466,476,486,496,506
48811,457,467,477,487,497,507
48812,458,468,478,488,498,508
48813,459,469,479,489,499,509
48814,460,470,480,490,500,510
48815,461,471,481,491,501,511
48816,462,472,482,492,502,512
48817,463,473,483,493,503,513
48818,464,474,484,494,504,514
48819,465,475,485,495,505,515
48820,466,476,486,496,506,516
48821,467,477,487,497,507,517
48822,468,478,488,498,508,518
48823,469,479,489,499,509,519
48824,470,480,490,500,510,520
48825,471,481,491,501,511,521
48826,472,482,492,502,512,522
48827,473,483,493,503,513,523
48828,474,484,494,504,514,524
48829,475,485,495,505,515,525
48830,476,486,496,506,516,526
48831,477,487,497,507,517,527
48832,478,488,498,508,518,528
48833,479,489,499,509,519,529
48834,480,490,500,510,520,530
48835,481,491,501,511,521,531
48836,482,492,502,512,522,532
48837,483,493,503,513,523,533
48838,484,494,504,514,524,534
48839,485,495,505,515,525,535
48840,486,496,506,516,526,536
48841,487,497,507,517,527,537
48842,488,498,508,518,528,538
48843,489,499,509,519,529,539
48844,490,500,510,520,530,540
48845,491,501,511,521,531,541
48846,492,502,512,522,532,542
48847,493,503,513,523,533,543
48848,494,504,514,524,534,544
48849,495,505,515,525,535,545
48850,496,506,516,526,536,546
48851,497,507,517,527,537,547
48852,498,508,518,528,538,548
48853,499,509,519,529,539,549
48854,500,510,520,530,540,550
48855,501,511,521,531,541,551
48856,502,512,522,532,542,552
48857,503,513,523,533,543,553
48858,504,514,524,534,544,554
48859,505,515,525,535,545,555
48860,506,516,526,536,546,556
48861,507,517,527,537,547,557
48862,508,518,528,538,548,558
48863,509,519,529,539,549,559
48864,510,520,530,540,550,560
48865,511,521,531,541,551,561
48866,512,522,532,542,552,562
48867,513,523,533,543,553,563
48868,514,524,534,544,554,564
48869,515,525,535,545,555,565
48870,516,526,536,546,556,566
48871,517,527,537,547,557,567
48872,518,528,538,548,558,568
48873,519,529,539,549,559,569
48874,520,530,540,550,560,570
48875,521,531,541,551,561,571
48876,522,532,542,552,562,572
48877,523,533,543,553,563,573
48878,524,534,544,554,564,574
48879,525,535,545,555,565,575
48880,526,536,546,556,566,576
48881,527,537,547,557,567,577
48882,528,538,548,558,568,578
48883,529,539,549,559,569,579
48884,530,540,550,560,570,580
48885,531,541,551,561,571,581
48886,532,542,552,562,572,582
48887,533,543,553,563,573,583
48888,534,544,554,564,574,584
48889,535,545,555,565,575,585
48890,536,546,556,566,576,586
48891,537,547,557,567,577,587
48892,538,548,558,568,578,588
48893,539,549,559,569,579,589
48894,540,550,560,570,580,590
48895,541,551,561,571,581,591
48896,542,552,562,572,582,592
48897,543,553,563,573,583,593
48898,544,554,564,574,584,594
48899,545,555,565,575,585,595
48900,546,556,566,576,586,596
48901,547,557,567,577,587,597
48902,548,558,568,578,588,598
48903,549,559,569,579,589,599
48904,550,560,570,580,590,600
48905,551,561,571,581,591,601
48906,552,562,572,582,592,602
48907,553,563,573,583,593,603
48908,554,564,574,584,594,604
48909,555,565,575,585,595,605
48910,556,566,576,586,596,606
48911,557,567,577,587,597,607
48912,558,568,578,588,598,608
48913,559,569,579,589,599,609
48914,560,570,580,590,600,610
48915,561,571,581,591,601,611
48916,562,572,582,592,602,612
48917,563,573,583,593,603,613
48918,564,574,584,594,604,614
48919,565,575,585,595,605,615
48920,566,576,586,596,606,616
48921,567,577,587,597,607,617
48922,568,578,588,598,608,618
48923,569,579,589,599,609,619
48924,570,580,590,600,610,620
48925,571,581,591,601,611,621
48926,572,582,592,602,612,622
48927,573,583,593,603,613,623
48928,574,584,594,604,614,624
48929,575,585,595,605,615,625
48930,576,586,596,606,616,626
48931,577,587,597,607,617,627
48932,578,588,598,608,618,628
48933,579,589,599,609,619,629
48934,580,590,600,610,620,630
48935,581,591,601,611,621,631
48936,582,592,602,612,622,632
48937,583,593,603,613,623,633
48938,584,594,604,614,624,634
48939,585,595,605,615,625,635
48940,586,596,606,616,626,636
48941,587,597,607,617,627,637
48942,588,598,608,618,628,638
48943,589,599,609,619,629,639
48944,590,600,610,620,630,640
48945,591,601,611,621,631,641
48946,592,602,612,622,632,642
48947,593,603,613,623,633,643
48948,594,604,614,624,634,644
48949,595,605,615,625,635,645
48950,596,606,616,626,636,646
48951,597,607,617,627,637,647
48952,598,608,618,628,638,648
48953,599,609,619,629,639,649
48954,600,610,620,630,640,650
48955,601,611,621,631,641,651
48956,602,612,622,632,642,652
48957,603,613,623,633,643,653
48958,604,614,624,634,644,654
48959,605,615,625,635,645,655
48960,606,616,626,636,646,656
48961,607,617,627,637,647,657
48962,608,618,628,638,648,658
48963,609,619,629,639,649,659
48964,610,620,630,640,650,660
48965,611,621,631,641,651,661
48966,612,622,632,642,652,662
48967,613,623,633,643,653,663
48968,614,624,634,644,654,664
48969,615,625,635,645,655,665
48970,616,626,636,646,656,666
48971,617,627,637,647,657,667
48972,618,628,638,648,658,668
48973,619,629,639,649,659,669
48974,620,630,640,650,660,670
48975,621,631,641,651,661,671
48976,622,632,642,652,662,672
48977,623,633,643,653,663,673
48978,624,634,644,654,664,674
48979,625,635,645,655,665,675
48980,626,636,646,656,666,676
48981,627,637,647,657,667,677
48982,628,638,648,658,668,678
48983,629,639,649,659,669,679
48984,630,640,650,660,670,680
48985,631,641,651,661,671,681
48986,632,642,652,662,672,682
48987,633,643,653,663,673,683
48988,634,644,654,664,674,684
48989,635,645,655,665,675,685
48990,636,646,656,666,676,686
48991,637,647,657,667,677,687
48992,638,648,658,668,678,688
48993,639,649,659,669,679,689
48994,640,650,660,670,680,690
48995,641,651,661,671,681,691
48996,642,652,662,672,682,692
48997,643,653,663,673,683,693
48998,644,654,664,674,684,694
48999,645,655,665,675,685,695
49000,646,656,666,676,686,696
49001,647,657,667,677,687,697
49002,648,658,668,678,688,698
49003,649,659,669,679,689,699
49004,650,660,670,680,690,700
49005,651,661,671,681,691,701
49006,652,662,672,682,692,702
49007,653,663,673,683,693,703
49008,654,664,674,684,694,704
49009,655,665,675,685,695,705
49010,656,666,676,686,696,706
49011,657,667,677,687,697,707
49012,658,668,678,688,698,708
49013,659,669,679,689,699,709
49014,660,670,680,690,700,710
49015,661,671,681,691,701,711
49016,662,672,682,692,702,712
49017,663,673,683,693,703,713
49018,664,674,684,694,704,714
49019,665,675,685,695,705,715
49020,666,676,686,696,706,716
49021,667,677,687,697,707,717
49022,668,678,688,698,708,718
49023,669,679,689,699,709,719
49024,670,680,690,700,710,720
49025,671,681,691,701,711,721
49026,672,682,692,702,712,722
49027,673,683,693,703,713,723
49028,674,684,694,704,714,724
49029,675,685,695,705,715,725
49030,676,686,696,706,716,726
49031,677,687,697,707,717,727
49032,678,688,698,708,718,728
49033,679,689,699,709,719,729
49034,680,690,700,710,720,730
49035,681,691,701,711,721,731
49036,682,692,702,712,722,732
49037,683,693,703,713,723,733
49038,684,694,704,714,724,734
49039,685,695,705,715,725,735
49040,686,696,706,716,726,736
49041,687,697,707,717,727,737
49042,688,698,708,718,728,738
49043,689,699,709,719,729,739
49044,690,700,710,720,730,740
49045,691,701,711,721,731,741
49046,692,702,712,722,732,742
49047,693,703,713,723,733,743
49048,694,704,714,724,734,744
49049,695,705,715,725,735,745
49050,696,706,716,726,736,746
49051,697,707,717,727,737,747
49052,698,708,718,728,738,748
49053,699,709,719,729,739,749
49054,700,710,720,730,740,750
49055,701,711,721,731,741,751
49056,702,712,722,732,742,752
49057,703,713,723,733,743,753
49058,704,714,724,734,744,754
49059,705,715,725,735,745,755
49060,706,716,726,736,746,756
49061,707,717,727,737,747,757
49062,708,718,728,738,748,758
49063,709,719,729,739,749,759
49064,710,720,730,740,750,760
49065,711,721,731,741,751,761
49066,712,722,732,742,752,762
49067,713,723,733,743,753,763
49068,714,724,734,744,754,764
49069,715,725,735,745,755,765
49070,716,726,736,746,756,766
49071,717,727,737,747,757,767
49072,718,728,738,748,758,768
49073,719,729,739,749,759,769
49074,720,730,740,750,760,770
49075,721,731,741,751,761,771
49076,722,732,742,752,762,772
49077,723,733,743,753,763,773
49078,724,734,744,754,764,774
49079,725,735,745,755,765,775
49080,726,736,746,756,766,776
49081,727,737,747,757,767,777
49082,728,738,748,758,768,778
49083,729,739,749,759,769,779
49084,730,740,750,760,770,780
49085,731,741,751,761,771,781
49086,732,742,752,762,772,782
49087,733,743,753,763,773,783
49088,734,744,754,764,774,784
49089,735,745,755,765,775,785
49090,736,746,756,766,776,786
49091,737,747,757,767,777,787
49092,738,748,758,768,778,788
49093,739,749,759,769,779,789
49094,740,750,760,770,780,790
49095,741,751,761,771,781,791
49096,742,752,762,772,782,792
49097,743,753,763,773,783,793
49098,744,754,764,774,784,794
49099,745,755,765,775,785,795
49100,746,756,766,776,786,796
49101,747,757,767,777,787,797
49102,748,758,768,778,788,798
49103,749,759,769,779,789,799
49104,750,760,770,780,790,800
49105,751,761,771,781,791,801
49106,752,762,772,782,792,802
49107,753,763,773,783,793,803
49108,754,764,774,784,794,804
49109,755,765,775,785,795,805
49110,756,766,776,786,796,806
49111,757,767,777,787,797,807
49112,758,768,778,788,798,808
49113,759,769,779,789,799,809
49114,760,770,780,790,800,810
49115,761,771,781,791,801,811
49116,762,772,782,792,802,812
49117,763,773,783,793,803,813
49118,764,774,784,794,804,814
49119,765,775,785,795,805,815
49120,766,776,786,796,806,816
49121,767,777,787,797,807,817
49122,768,778,788,798,808,818
49123,769,779,789,799,809,819
49124,770,780,790,800,810,820
49125,771,781,791,801,811,821
49126,772,782,792,802,812,822
49127,773,783,793,803,813,823
49128,774,784,794,804,814,824
49129,775,785,795,805,815,825
49130,776,786,796,806,816,826
49131,777,787,797,807,817,827
49132,778,788,798,808,818,828
49133,779,789,799,809,819,829
49134,780,790,800,810,820,830
49135,781,791,801,811,821,831
49136,782,792,802,812,822,832
49137,783,793,803,813,823,833
49138,784,794,804,814,824,834
49139,785,795,805,815,825,835
49140,786,796,806,816,826,836
49141,787,797,807,817,827,837
49142,788,798,808,818,828,838
49143,789,799,809,819,829,839
49144,790,800,810,820,830,840
49145,791,801,811,821,831,841
49146,792,802,812,822,832,842
49147,793,803,813,823,833,843
49148,794,804,814,824,834,844
49149,795,805,815,825,835,845
49150,796,806,816,826,836,846
49151,797,807,817,827,837,847
49152,798,808,818,828,838,848
49153,799,809,819,829,839,849
49154,800,810,820,830,840,850
49155,801,811,821,831,841,851
49156,802,812,822,832,842,852
49157,803,813,823,833,843,853
49158,804,814,824,834,844,854
49159,805,815,825,835,845,855
49160,806,816,826,836,846,856
49161,807,817,827,837,847,857
49162,808,818,828,838,848,858
49163,809,819,829,839,849,859
49164,810,820,830,840,850,860
49165,811,821,831,841,851,861
49166,812,822,832,842,852,862
49167,813,823,833,843,853,863
49168,814,824,834,844,854,864
49169,815,825,835,845,855,865
49170,816,826,836,846,856,866
49171,817,827,837,847,857,867
49172,818,828,838,848,858,868
49173,819,829,839,849,859,869
49174,820,830,840,850,860,870
49175,821,831,841,851,861,871
49176,822,832,842,852,862,872
49177,823,833,843,853,863,873
49178,824,834,844,854,864,874
49179,825,835,845,855,865,875
49180,826,836,846,856,866,876
49181,827,837,847,857,867,877
49182,828,838,848,858,868,878
49183,829,839,849,859,869,879
49184,830,840,850,860,870,880
49185,831,841,851,861,871,881
49186,832,842,852,862,872,882
49187,833,843,853,863,873,883
49188,834,844,854,864,874,884
49189,835,845,855,865,875,885
49190,836,846,856,866,876,886
49191,837,847,857,867,877,887
49192,838,848,858,868,878,888
49193,839,849,859,869,879,889
49194,840,850,860,870,880,890
49195,841,851,861,871,881,891
49196,842,852,862,872,882,892
49197,843,853,863,873,883,893
49198,844,854,864,874,884,894
49199,845,855,865,875,885,895
49200,846,856,866,876,886,896
49201,847,857,867,877,887,897
49202,848,858,868,878,888,898
49203,849,859,869,879,889,899
49204,850,860,870,880,890,900
49205,851,861,871,881,891,901
49206,852,862,872,882,892,902
49207,853,863,873,883,893,903
49208,854,864,874,884,894,904
49209,855,865,875,885,895,905
49210,856,866,876,886,896,906
49211,857,867,877,887,897,907
49212,858,868,878,888,898,908
49213,859,869,879,889,899,909
49214,860,870,880,890,900,910
49215,861,871,881,891,901,911
49216,862,872,882,892,902,912
49217,863,873,883,893,903,913
49218,864,874,884,894,904,914
49219,865,875,885,895,905,915
49220,866,876,886,896,906,916
49221,867,877,887,897,907,917
49222,868,878,888,898,908,918
49223,869,879,889,899,909,919
49224,870,880,890,900,910,920
49225,871,881,891,901,911,921
49226,872,882,892,902,912,922
49227,873,883,893,903,913,923
49228,874,884,894,904,914,924
49229,875,885,895,905,915,925
49230,876,886,896,906,916,926
49231,877,887,897,907,917,927
